ID,Weekday,Month,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,Holiday
364,0,8,1.7,0,0,0,25.7,31.7,20.6,0
365,1,6,3,0,0,0,28.7,36.1,22.8,0
366,5,3,5.5,0,0,0,1.4,6.7,-3.2,0
367,1,12,1.7,10.2,0,0,7.1,10,3.9,0
368,4,10,2.6,0,0,0,11.5,15,7.8,0
369,4,9,4.4,0,0,0,24.1,26.7,19.4,0
370,1,2,3.1,0,0,0,3.4,7.8,-1,0
371,1,10,4.8,3.8,0,0,19.7,23.9,16.7,0
372,4,10,3.3,2,0,0,17.8,18.9,13.3,0
373,3,5,4.6,10.2,0,0,21.8,27.2,18.9,0
374,0,12,5.2,0,0,0,3,3.3,1.7,0
375,6,1,2.6,0,0,0,4.6,9.4,2.2,0
376,5,6,1.4,0,0,0,23.8,30,17.8,0
377,1,4,4.1,30.7,0,0,10.6,11.1,6.7,0
378,5,3,6.5,0,0,0,0.6,4.4,-3.2,0
379,6,7,4.3,2.5,0,0,26.6,30.6,22.8,0
380,6,6,2.7,2.3,0,0,23.4,27.8,20,0
381,4,4,3.8,1.5,0,0,13.2,17.2,10,0
382,4,1,1.6,0.3,0,0,6.5,9.4,3.9,1
383,4,7,1.9,0,0,0,24.8,30,20,0
384,6,10,2.6,0,0,0,14.8,18.3,11.7,0
385,4,8,3.4,0,0,0,23.1,27.8,16.7,0
386,2,8,2.5,6.6,0,0,26,31.7,22.2,0
387,4,5,2.8,0,0,0,18,24.4,15,0
388,4,5,6.3,0,0,0,22.8,27.2,16.1,0
389,1,7,5.4,19.3,0,0,30.1,35.6,22.2,0
390,2,3,5.6,0.3,0,0,15.2,20,10,0
391,5,8,3,5.3,0,0,23.7,24.4,21.7,0
392,0,4,7.3,1.5,0,0,22.3,26.7,18.3,0
393,1,6,3.2,0.3,0,0,24.2,30,19.4,0
394,1,7,4.7,0,0,0,22.4,25.6,18.3,0
395,2,3,7.4,0,0,0,10.4,15,2.8,0
396,6,9,2.8,0,0,0,23,30,17.8,0
397,1,7,3.7,0,0,0,26.5,31.1,23.3,0
398,1,3,3,0,0,0,11.2,17.2,7.8,0
399,2,11,4.7,0,0,0,-1.4,4.4,-5.5,0
400,4,2,4.9,0,0,0,2.8,4.4,-1,0
401,3,8,3.2,0,0,0,23.9,29.4,17.8,0
402,2,11,4.7,0,0,0,17.2,20,7.2,0
403,6,1,3.1,0,0,0,4.8,8.3,1.7,0
404,6,11,1.3,0,0,0,10.8,16.1,6.7,0
405,1,5,1.7,0,0,0,15.3,23.3,11.7,0
406,2,8,2.1,0,0,0,26.2,31.7,20.6,0
407,3,5,3.8,0,0,0,23.6,31.7,18.3,0
408,1,7,2.4,43.4,0,0,26.9,31.7,22.2,0
409,0,7,3,4.1,0,0,27.9,33.9,24.4,0
410,3,8,4.6,0,0,0,27.5,30,21.7,0
411,2,5,3.1,0,0,0,18.3,19.4,15.6,0
412,5,10,3.2,0,0,0,16.2,23.3,9.4,0
413,3,1,2.9,0,0,0,1.8,2.8,-1,0
414,4,7,3.4,0,0,0,24.1,29.4,18.3,0
415,6,5,2.5,0,0,0,21.8,27.2,16.7,0
416,3,7,3.1,9.1,0,0,27.7,33.3,23.9,0
417,5,11,3.1,0,0,0,4.2,9.4,1.1,0
418,1,8,2.4,40.6,0,0,23.7,25.6,22.8,0
419,5,1,2.2,7.4,0,0,3.8,6.1,1.1,0
420,0,10,5.4,0,0,0,16.2,25,9.4,0
421,5,11,3.8,0,0,0,2.5,11.1,-3.2,0
422,5,6,3.1,0,0,0,25.5,30.6,20.6,0
423,1,9,2.5,0,0,0,17.4,23.9,12.2,0
424,2,5,2.3,3.6,0,0,16,18.3,12.8,0
425,3,9,2.6,0,0,0,27.2,32.8,23.3,0
426,4,2,1.8,0,0,0,2.7,10.6,-2.1,0
427,2,4,6,0,0,0,5,10.6,1.1,1
428,2,2,2.4,0,0,0,6.1,10.6,1.1,0
429,6,11,4.3,0,0,0,9.7,18.9,5.6,0
430,0,4,3,9.7,0,0,9.2,12.2,5.6,0
431,2,7,3,0.5,0,0,25.6,31.7,22.8,0
432,5,1,2.3,0,0,0,8.9,10,8.3,0
433,2,2,3,0,0,0,10.6,17.2,7.8,0
434,1,9,4.1,0,0,0,22.3,26.7,17.2,0
435,3,5,3,7.4,0,0,16.7,16.7,14.4,0
436,3,5,3.3,4.1,0,0,19.3,25,13.9,0
437,5,5,2.4,0,0,0,18.2,23.3,13.9,0
438,6,10,5.3,0,0,0,13.6,16.7,10,0
439,3,2,6,0,0,0,2.8,5.6,0,0
440,2,7,3,0,0,0,21.6,26.7,15.6,0
441,6,7,4,0,0,0,25,31.7,18.3,0
442,6,10,4.6,0,0,0,17.9,22.8,10.6,0
443,5,5,3.3,0,0,0,16.4,20.6,11.1,0
444,3,6,4.9,0.3,0,0,23.3,27.8,18.9,0
445,1,1,2.6,21.8,0,0,6.6,7.8,6.1,0
446,5,5,4.2,0,0,0,22.1,27.2,16.1,0
447,6,1,1.9,0,0,0,8.1,13.3,2.8,1
448,0,11,6.6,4.6,0,0,17.4,23.3,13.3,0
449,4,6,3.2,0,0,0,22.4,27.2,16.7,0
450,4,6,2.7,0,0,0,24.9,30.6,21.1,0
451,6,5,4.1,0,0,0,16.3,20.6,11.7,0
452,5,12,1.1,0,0,0,7.3,15.6,2.2,0
453,6,3,3.4,0,0,0,-0.2,4.4,-4.9,0
454,0,2,2.9,0,0,0,7.2,12.8,2.2,0
455,4,1,5.6,0,0,0,13.6,18.3,6.1,0
456,3,7,2.3,33.3,0,0,25.6,30.6,20.6,0
457,4,2,4.7,0,0,0,17.6,25,12.2,0
458,2,10,2.2,0.8,0,0,18.4,21.1,10.6,0
459,0,9,2.3,0.5,0,0,27.4,35,24.4,1
460,5,9,4.1,2.5,0,0,29.3,35,23.9,0
461,4,12,4.8,0,0,0,3.9,6.1,1.1,0
462,1,1,3.9,0,0,0,3.8,13.3,-2.1,0
463,2,12,1.5,22.4,0,0,9,15,7.8,0
464,0,8,1.7,0,0,0,25.7,31.7,20.6,0
465,1,6,3,0,0,0,28.7,36.1,22.8,0
466,5,3,5.5,0,0,0,1.4,6.7,-3.2,0
467,1,12,1.7,10.2,0,0,7.1,10,3.9,0
468,4,10,2.6,0,0,0,11.5,15,7.8,0
469,4,9,4.4,0,0,0,24.1,26.7,19.4,0
470,1,2,3.1,0,0,0,3.4,7.8,-1,0
471,1,10,4.8,3.8,0,0,19.7,23.9,16.7,0
472,4,10,3.3,2,0,0,17.8,18.9,13.3,0
473,3,5,4.6,10.2,0,0,21.8,27.2,18.9,0
474,0,12,5.2,0,0,0,3,3.3,1.7,0
475,6,1,2.6,0,0,0,4.6,9.4,2.2,0
476,5,6,1.4,0,0,0,23.8,30,17.8,0
477,1,4,4.1,30.7,0,0,10.6,11.1,6.7,0
478,5,3,6.5,0,0,0,0.6,4.4,-3.2,0
479,6,7,4.3,2.5,0,0,26.6,30.6,22.8,0
480,6,6,2.7,2.3,0,0,23.4,27.8,20,0
481,4,4,3.8,1.5,0,0,13.2,17.2,10,0
482,4,1,1.6,0.3,0,0,6.5,9.4,3.9,1
483,4,7,1.9,0,0,0,24.8,30,20,0
484,6,10,2.6,0,0,0,14.8,18.3,11.7,0
485,4,8,3.4,0,0,0,23.1,27.8,16.7,0
486,2,8,2.5,6.6,0,0,26,31.7,22.2,0
487,4,5,2.8,0,0,0,18,24.4,15,0
488,4,5,6.3,0,0,0,22.8,27.2,16.1,0
489,1,7,5.4,19.3,0,0,30.1,35.6,22.2,0
490,2,3,5.6,0.3,0,0,15.2,20,10,0
491,5,8,3,5.3,0,0,23.7,24.4,21.7,0
492,0,4,7.3,1.5,0,0,22.3,26.7,18.3,0
493,1,6,3.2,0.3,0,0,24.2,30,19.4,0
494,1,7,4.7,0,0,0,22.4,25.6,18.3,0
495,2,3,7.4,0,0,0,10.4,15,2.8,0
496,6,9,2.8,0,0,0,23,30,17.8,0
497,1,7,3.7,0,0,0,26.5,31.1,23.3,0
498,1,3,3,0,0,0,11.2,17.2,7.8,0
499,2,11,4.7,0,0,0,-1.4,4.4,-5.5,0
500,4,2,4.9,0,0,0,2.8,4.4,-1,0
501,3,8,3.2,0,0,0,23.9,29.4,17.8,0
502,2,11,4.7,0,0,0,17.2,20,7.2,0
503,6,1,3.1,0,0,0,4.8,8.3,1.7,0
504,6,11,1.3,0,0,0,10.8,16.1,6.7,0
505,1,5,1.7,0,0,0,15.3,23.3,11.7,0
506,2,8,2.1,0,0,0,26.2,31.7,20.6,0
507,3,5,3.8,0,0,0,23.6,31.7,18.3,0
508,1,7,2.4,43.4,0,0,26.9,31.7,22.2,0
509,0,7,3,4.1,0,0,27.9,33.9,24.4,0
510,3,8,4.6,0,0,0,27.5,30,21.7,0
511,2,5,3.1,0,0,0,18.3,19.4,15.6,0
512,5,10,3.2,0,0,0,16.2,23.3,9.4,0
513,3,1,2.9,0,0,0,1.8,2.8,-1,0
514,4,7,3.4,0,0,0,24.1,29.4,18.3,0
515,6,5,2.5,0,0,0,21.8,27.2,16.7,0
516,3,7,3.1,9.1,0,0,27.7,33.3,23.9,0
517,5,11,3.1,0,0,0,4.2,9.4,1.1,0
518,1,8,2.4,40.6,0,0,23.7,25.6,22.8,0
519,5,1,2.2,7.4,0,0,3.8,6.1,1.1,0
520,0,10,5.4,0,0,0,16.2,25,9.4,0
521,5,11,3.8,0,0,0,2.5,11.1,-3.2,0
522,5,6,3.1,0,0,0,25.5,30.6,20.6,0
523,1,9,2.5,0,0,0,17.4,23.9,12.2,0
524,2,5,2.3,3.6,0,0,16,18.3,12.8,0
525,3,9,2.6,0,0,0,27.2,32.8,23.3,0
526,4,2,1.8,0,0,0,2.7,10.6,-2.1,0
527,2,4,6,0,0,0,5,10.6,1.1,1
528,2,2,2.4,0,0,0,6.1,10.6,1.1,0
529,6,11,4.3,0,0,0,9.7,18.9,5.6,0
530,0,4,3,9.7,0,0,9.2,12.2,5.6,0
531,2,7,3,0.5,0,0,25.6,31.7,22.8,0
532,5,1,2.3,0,0,0,8.9,10,8.3,0
533,2,2,3,0,0,0,10.6,17.2,7.8,0
534,1,9,4.1,0,0,0,22.3,26.7,17.2,0
535,3,5,3,7.4,0,0,16.7,16.7,14.4,0
536,3,5,3.3,4.1,0,0,19.3,25,13.9,0
537,5,5,2.4,0,0,0,18.2,23.3,13.9,0
538,6,10,5.3,0,0,0,13.6,16.7,10,0
539,3,2,6,0,0,0,2.8,5.6,0,0
540,2,7,3,0,0,0,21.6,26.7,15.6,0
541,6,7,4,0,0,0,25,31.7,18.3,0
542,6,10,4.6,0,0,0,17.9,22.8,10.6,0
543,5,5,3.3,0,0,0,16.4,20.6,11.1,0
544,3,6,4.9,0.3,0,0,23.3,27.8,18.9,0
545,1,1,2.6,21.8,0,0,6.6,7.8,6.1,0
546,5,5,4.2,0,0,0,22.1,27.2,16.1,0
547,6,1,1.9,0,0,0,8.1,13.3,2.8,1
548,0,11,6.6,4.6,0,0,17.4,23.3,13.3,0
549,4,6,3.2,0,0,0,22.4,27.2,16.7,0
550,4,6,2.7,0,0,0,24.9,30.6,21.1,0
551,6,5,4.1,0,0,0,16.3,20.6,11.7,0
552,5,12,1.1,0,0,0,7.3,15.6,2.2,0
553,6,3,3.4,0,0,0,-0.2,4.4,-4.9,0
554,0,2,2.9,0,0,0,7.2,12.8,2.2,0
555,4,1,5.6,0,0,0,13.6,18.3,6.1,0
556,3,7,2.3,33.3,0,0,25.6,30.6,20.6,0
557,4,2,4.7,0,0,0,17.6,25,12.2,0
558,2,10,2.2,0.8,0,0,18.4,21.1,10.6,0
559,0,9,2.3,0.5,0,0,27.4,35,24.4,1
560,5,9,4.1,2.5,0,0,29.3,35,23.9,0
561,4,12,4.8,0,0,0,3.9,6.1,1.1,0
562,1,1,3.9,0,0,0,3.8,13.3,-2.1,0
563,2,12,1.5,22.4,0,0,9,15,7.8,0
564,0,8,1.7,0,0,0,25.7,31.7,20.6,0
565,1,6,3,0,0,0,28.7,36.1,22.8,0
566,5,3,5.5,0,0,0,1.4,6.7,-3.2,0
567,1,12,1.7,10.2,0,0,7.1,10,3.9,0
568,4,10,2.6,0,0,0,11.5,15,7.8,0
569,4,9,4.4,0,0,0,24.1,26.7,19.4,0
570,1,2,3.1,0,0,0,3.4,7.8,-1,0
571,1,10,4.8,3.8,0,0,19.7,23.9,16.7,0
572,4,10,3.3,2,0,0,17.8,18.9,13.3,0
573,3,5,4.6,10.2,0,0,21.8,27.2,18.9,0
574,0,12,5.2,0,0,0,3,3.3,1.7,0
575,6,1,2.6,0,0,0,4.6,9.4,2.2,0
576,5,6,1.4,0,0,0,23.8,30,17.8,0
577,1,4,4.1,30.7,0,0,10.6,11.1,6.7,0
578,5,3,6.5,0,0,0,0.6,4.4,-3.2,0
579,6,7,4.3,2.5,0,0,26.6,30.6,22.8,0
580,6,6,2.7,2.3,0,0,23.4,27.8,20,0
581,4,4,3.8,1.5,0,0,13.2,17.2,10,0
582,4,1,1.6,0.3,0,0,6.5,9.4,3.9,1
583,4,7,1.9,0,0,0,24.8,30,20,0
584,6,10,2.6,0,0,0,14.8,18.3,11.7,0
585,4,8,3.4,0,0,0,23.1,27.8,16.7,0
586,2,8,2.5,6.6,0,0,26,31.7,22.2,0
587,4,5,2.8,0,0,0,18,24.4,15,0
588,4,5,6.3,0,0,0,22.8,27.2,16.1,0
589,1,7,5.4,19.3,0,0,30.1,35.6,22.2,0
590,2,3,5.6,0.3,0,0,15.2,20,10,0
591,5,8,3,5.3,0,0,23.7,24.4,21.7,0
592,0,4,7.3,1.5,0,0,22.3,26.7,18.3,0
593,1,6,3.2,0.3,0,0,24.2,30,19.4,0
594,1,7,4.7,0,0,0,22.4,25.6,18.3,0
595,2,3,7.4,0,0,0,10.4,15,2.8,0
596,6,9,2.8,0,0,0,23,30,17.8,0
597,1,7,3.7,0,0,0,26.5,31.1,23.3,0
598,1,3,3,0,0,0,11.2,17.2,7.8,0
599,2,11,4.7,0,0,0,-1.4,4.4,-5.5,0
600,4,2,4.9,0,0,0,2.8,4.4,-1,0
601,3,8,3.2,0,0,0,23.9,29.4,17.8,0
602,2,11,4.7,0,0,0,17.2,20,7.2,0
603,6,1,3.1,0,0,0,4.8,8.3,1.7,0
604,6,11,1.3,0,0,0,10.8,16.1,6.7,0
605,1,5,1.7,0,0,0,15.3,23.3,11.7,0
606,2,8,2.1,0,0,0,26.2,31.7,20.6,0
607,3,5,3.8,0,0,0,23.6,31.7,18.3,0
608,1,7,2.4,43.4,0,0,26.9,31.7,22.2,0
609,0,7,3,4.1,0,0,27.9,33.9,24.4,0
610,3,8,4.6,0,0,0,27.5,30,21.7,0
611,2,5,3.1,0,0,0,18.3,19.4,15.6,0
612,5,10,3.2,0,0,0,16.2,23.3,9.4,0
613,3,1,2.9,0,0,0,1.8,2.8,-1,0
614,4,7,3.4,0,0,0,24.1,29.4,18.3,0
615,6,5,2.5,0,0,0,21.8,27.2,16.7,0
616,3,7,3.1,9.1,0,0,27.7,33.3,23.9,0
617,5,11,3.1,0,0,0,4.2,9.4,1.1,0
618,1,8,2.4,40.6,0,0,23.7,25.6,22.8,0
619,5,1,2.2,7.4,0,0,3.8,6.1,1.1,0
620,0,10,5.4,0,0,0,16.2,25,9.4,0
621,5,11,3.8,0,0,0,2.5,11.1,-3.2,0
622,5,6,3.1,0,0,0,25.5,30.6,20.6,0
623,1,9,2.5,0,0,0,17.4,23.9,12.2,0
624,2,5,2.3,3.6,0,0,16,18.3,12.8,0
625,3,9,2.6,0,0,0,27.2,32.8,23.3,0
626,4,2,1.8,0,0,0,2.7,10.6,-2.1,0
627,2,4,6,0,0,0,5,10.6,1.1,1
628,2,2,2.4,0,0,0,6.1,10.6,1.1,0
629,6,11,4.3,0,0,0,9.7,18.9,5.6,0
630,0,4,3,9.7,0,0,9.2,12.2,5.6,0
631,2,7,3,0.5,0,0,25.6,31.7,22.8,0
632,5,1,2.3,0,0,0,8.9,10,8.3,0
633,2,2,3,0,0,0,10.6,17.2,7.8,0
634,1,9,4.1,0,0,0,22.3,26.7,17.2,0
635,3,5,3,7.4,0,0,16.7,16.7,14.4,0
636,3,5,3.3,4.1,0,0,19.3,25,13.9,0
637,5,5,2.4,0,0,0,18.2,23.3,13.9,0
638,6,10,5.3,0,0,0,13.6,16.7,10,0
639,3,2,6,0,0,0,2.8,5.6,0,0
640,2,7,3,0,0,0,21.6,26.7,15.6,0
641,6,7,4,0,0,0,25,31.7,18.3,0
642,6,10,4.6,0,0,0,17.9,22.8,10.6,0
643,5,5,3.3,0,0,0,16.4,20.6,11.1,0
644,3,6,4.9,0.3,0,0,23.3,27.8,18.9,0
645,1,1,2.6,21.8,0,0,6.6,7.8,6.1,0
646,5,5,4.2,0,0,0,22.1,27.2,16.1,0
647,6,1,1.9,0,0,0,8.1,13.3,2.8,1
648,0,11,6.6,4.6,0,0,17.4,23.3,13.3,0
649,4,6,3.2,0,0,0,22.4,27.2,16.7,0
650,4,6,2.7,0,0,0,24.9,30.6,21.1,0
651,6,5,4.1,0,0,0,16.3,20.6,11.7,0
652,5,12,1.1,0,0,0,7.3,15.6,2.2,0
653,6,3,3.4,0,0,0,-0.2,4.4,-4.9,0
654,0,2,2.9,0,0,0,7.2,12.8,2.2,0
655,4,1,5.6,0,0,0,13.6,18.3,6.1,0
656,3,7,2.3,33.3,0,0,25.6,30.6,20.6,0
657,4,2,4.7,0,0,0,17.6,25,12.2,0
658,2,10,2.2,0.8,0,0,18.4,21.1,10.6,0
659,0,9,2.3,0.5,0,0,27.4,35,24.4,1
660,5,9,4.1,2.5,0,0,29.3,35,23.9,0
661,4,12,4.8,0,0,0,3.9,6.1,1.1,0
662,1,1,3.9,0,0,0,3.8,13.3,-2.1,0
663,2,12,1.5,22.4,0,0,9,15,7.8,0
664,0,8,1.7,0,0,0,25.7,31.7,20.6,0
665,1,6,3,0,0,0,28.7,36.1,22.8,0
666,5,3,5.5,0,0,0,1.4,6.7,-3.2,0
667,1,12,1.7,10.2,0,0,7.1,10,3.9,0
668,4,10,2.6,0,0,0,11.5,15,7.8,0
669,4,9,4.4,0,0,0,24.1,26.7,19.4,0
670,1,2,3.1,0,0,0,3.4,7.8,-1,0
671,1,10,4.8,3.8,0,0,19.7,23.9,16.7,0
672,4,10,3.3,2,0,0,17.8,18.9,13.3,0
673,3,5,4.6,10.2,0,0,21.8,27.2,18.9,0
674,0,12,5.2,0,0,0,3,3.3,1.7,0
675,6,1,2.6,0,0,0,4.6,9.4,2.2,0
676,5,6,1.4,0,0,0,23.8,30,17.8,0
677,1,4,4.1,30.7,0,0,10.6,11.1,6.7,0
678,5,3,6.5,0,0,0,0.6,4.4,-3.2,0
679,6,7,4.3,2.5,0,0,26.6,30.6,22.8,0
680,6,6,2.7,2.3,0,0,23.4,27.8,20,0
681,4,4,3.8,1.5,0,0,13.2,17.2,10,0
682,4,1,1.6,0.3,0,0,6.5,9.4,3.9,1
683,4,7,1.9,0,0,0,24.8,30,20,0
684,6,10,2.6,0,0,0,14.8,18.3,11.7,0
685,4,8,3.4,0,0,0,23.1,27.8,16.7,0
686,2,8,2.5,6.6,0,0,26,31.7,22.2,0
687,4,5,2.8,0,0,0,18,24.4,15,0
688,4,5,6.3,0,0,0,22.8,27.2,16.1,0
689,1,7,5.4,19.3,0,0,30.1,35.6,22.2,0
690,2,3,5.6,0.3,0,0,15.2,20,10,0
691,5,8,3,5.3,0,0,23.7,24.4,21.7,0
692,0,4,7.3,1.5,0,0,22.3,26.7,18.3,0
693,1,6,3.2,0.3,0,0,24.2,30,19.4,0
694,1,7,4.7,0,0,0,22.4,25.6,18.3,0
695,2,3,7.4,0,0,0,10.4,15,2.8,0
696,6,9,2.8,0,0,0,23,30,17.8,0
697,1,7,3.7,0,0,0,26.5,31.1,23.3,0
698,1,3,3,0,0,0,11.2,17.2,7.8,0
699,2,11,4.7,0,0,0,-1.4,4.4,-5.5,0
700,4,2,4.9,0,0,0,2.8,4.4,-1,0
701,3,8,3.2,0,0,0,23.9,29.4,17.8,0
702,2,11,4.7,0,0,0,17.2,20,7.2,0
703,6,1,3.1,0,0,0,4.8,8.3,1.7,0
704,6,11,1.3,0,0,0,10.8,16.1,6.7,0
705,1,5,1.7,0,0,0,15.3,23.3,11.7,0
706,2,8,2.1,0,0,0,26.2,31.7,20.6,0
707,3,5,3.8,0,0,0,23.6,31.7,18.3,0
708,1,7,2.4,43.4,0,0,26.9,31.7,22.2,0
709,0,7,3,4.1,0,0,27.9,33.9,24.4,0
710,3,8,4.6,0,0,0,27.5,30,21.7,0
711,2,5,3.1,0,0,0,18.3,19.4,15.6,0
712,5,10,3.2,0,0,0,16.2,23.3,9.4,0
713,3,1,2.9,0,0,0,1.8,2.8,-1,0
714,4,7,3.4,0,0,0,24.1,29.4,18.3,0
715,6,5,2.5,0,0,0,21.8,27.2,16.7,0
716,3,7,3.1,9.1,0,0,27.7,33.3,23.9,0
717,5,11,3.1,0,0,0,4.2,9.4,1.1,0
718,1,8,2.4,40.6,0,0,23.7,25.6,22.8,0
719,5,1,2.2,7.4,0,0,3.8,6.1,1.1,0
720,0,10,5.4,0,0,0,16.2,25,9.4,0
721,5,11,3.8,0,0,0,2.5,11.1,-3.2,0
722,5,6,3.1,0,0,0,25.5,30.6,20.6,0
723,1,9,2.5,0,0,0,17.4,23.9,12.2,0
724,2,5,2.3,3.6,0,0,16,18.3,12.8,0
725,3,9,2.6,0,0,0,27.2,32.8,23.3,0
726,3,9,2.6,0,0,0,27.2,32.8,23.3,0
